calendar_date,tracking_key,revenue
2018-07-31,D8AA70D1EC892AAA,1304.94
2018-07-31,54D80839FD7FCB42,10.92
2018-07-07,6015DB74802F5318,264.81
2018-07-04,92ECD76078C72B44,109.19999999999999
2018-08-12,96754426AB1AD960,715.26
2018-08-08,C66590FD63251B8D,1034.67
2018-08-22,2D79A6E9CB6852E9,226.59
2018-08-11,9FA1B73202FE24AB,0.0
2018-08-23,4F5C7598575B4D76,2680.86
2018-08-21,42A55498FC35CBEC,141.96
2018-08-29,E86FC50097680322,0.0
2018-08-15,8F1EAC554FE7FD67,19.11
2018-08-19,A2CA0EF51ED11C75,1400.4900000000002
2018-08-05,6269D4F6CFCA65D3,0.0
2018-08-05,13CFFEDF55C1E16E,0.0
2018-08-08,426E0862FFD815F6,191.10000000000002
2018-08-19,8D2076D99131123C,76.44
2018-08-09,DAB2D0CA0C655AC7,2028.3899999999999
2018-08-18,B8BBE1FFADE3A68B,313.95000000000005
2018-08-30,C6D81A4F66071367,0.0
2018-08-10,BF7199A59B534212,0.0
2018-08-21,BDBCB2C235440000,6865.950000000002
2018-08-10,D6D64C3AEB0B9DB7,51.87
2018-08-19,233D79150131E60F,1597.0500000000002
2018-07-12,9E8DE1A21F283C1E,668.85
2018-06-20,4EFB8F08CEAA2847,892.71
2018-06-09,E227220C0512A092,0.0
2018-07-02,CCCBE3BB78FD9E96,1061.97
2018-06-03,1BE4CBE74A49E184,0.0
2018-07-09,9DF8C760F017F613,2749.11
2018-06-25,6A6595E1723A358F,0.0
2018-06-25,0ADB8DB305D4E764,0.0
2018-06-18,0ADB8DB305D4E764,0.0
2018-06-09,760FC05D0C942527,0.0
2018-06-26,B740472FF59FD3EB,428.61
2018-06-05,06DF94488023FD31,1979.25
2018-07-10,C390DC2AE0FA224C,0.0
2018-07-08,49A9346C39ED29DE,275.73
2018-07-08,ED614C9E31D539AE,0.0
2018-07-05,567455A2ED3EC411,0.0
2018-06-25,095FF4B9300AE130,0.0
2018-07-11,A9D42226FAB9001F,0.0
2018-07-11,8410987FA50AE163,0.0
2018-06-01,7704615A7E246478,0.0
2018-08-04,760FC05D0C942527,0.0
2018-06-10,AF3164E07EA63CB2,398.58000000000004
2018-08-04,A2CA0EF51ED11C75,925.4700000000003
2018-06-09,68734732BB65E5A1,633.36
2018-07-09,C776C56C015ED063,0.0
2018-07-15,29BC32E2F357E4AD,761.6700000000001
2018-07-15,94FCF4C1109BEA5D,242.96999999999997
2018-07-16,478E47D669BD1572,1457.82
2018-07-16,C6C9B056FAC652CE,2304.12
2018-06-14,3E462B70DE5940CC,1384.1100000000001
2018-07-05,BE31595BD5C51FDB,313.95000000000005
2018-06-03,FCE5DB6BFA11FF75,90.09
2018-07-05,3398902EBE643D71,0.0
2018-08-05,9572E0EB10DC061F,185.64
2018-08-13,4F1EC77F4ADDE53D,0.0
2018-06-18,F496B8EB4C2F7CBC,0.0
2018-07-07,8A0DD59AC4B29830,889.98
2018-08-09,CD42ECAC1FC1F6CF,0.0
2018-07-09,CBB8DD1542453A0F,0.0
2018-06-11,33DECEBF11D9B966,838.11
2018-06-15,DCB8F6338C11C064,1438.71
2018-06-22,E0F554A30DCC17D4,0.0
2018-08-30,417AFEEF2A6BEA65,109.19999999999999
2018-06-26,FA63EB7DF4293F9A,259.35
2018-07-23,1BA59FB62A014F99,0.0
2018-07-23,B9BEC54F888DA061,0.0
2018-07-27,841B730556D88B6B,1206.6599999999999
2018-07-21,FCE5DB6BFA11FF75,791.6999999999999
2018-07-15,E8939A4C0B56DE73,0.0
2018-07-25,8217AB1163A12A68,2525.2500000000005
2018-07-24,283C07C63209C1D0,0.0
2018-07-20,4A28769C3B8444A5,35.49
2018-07-19,A51304CB02351590,0.0
2018-06-08,631F85258B184812,343.98
2018-06-07,EE3AFA87BFF6CB7F,1255.8000000000002
2018-07-03,2B5B52457D38FE0B,259.35
2018-06-16,5B605FCFB5633286,1962.87
2018-07-02,4FD4F1EA9AF638E8,472.29
2018-07-31,778CF54CFDEEB0FF,745.29
2018-06-09,354FF27744CF22A4,745.29
2018-07-28,249AFECB695EAD35,275.73
2018-07-23,8A11AF583BE2BDBE,360.36
2018-07-28,3E462B70DE5940CC,805.3499999999999
2018-07-08,1512FB409A829F52,308.49
2018-08-08,7DC2A1333B79E854,0.0
2018-08-05,41C6DF95111BBB18,199.29000000000002
2018-08-23,35E3785AE46FB6F0,0.0
2018-08-16,3A379D01563BF480,1547.91
2018-08-17,480AAE7C7CE4E609,2055.69
2018-08-13,AA991C085C0E2593,657.9300000000001
2018-08-09,ADB25636C2F5AF81,40.95
2018-08-10,A41571D2C821C1AC,8957.13
2018-08-18,8A07A4FCF6C8473A,0.0
2018-08-13,E26C6281289E5215,322.14000000000004
2018-08-13,968C8EBD661941EF,87.36
2018-08-13,AA8A2C9666F0BA7F,0.0
2018-08-10,902ECC6F7DDD697D,360.36
2018-08-16,9B31DCAE316C4273,0.0
2018-08-15,139E3516C493D791,4553.64
2018-08-14,42F542167B9FAFB6,11976.509999999998
2018-07-07,6DA199A4164E86A1,70.98
2018-08-03,0EC66799C8EA728C,0.0
2018-06-03,B00DEE53575C8001,0.0
2018-06-21,D167CA24B10452D9,0.0
2018-06-07,315193625B7AA371,4553.64
2018-06-16,18BE8A44B2B4E693,1861.8600000000001
2018-06-27,2DCCDC75BED67620,363.09000000000003
2018-06-21,6CBEA538C15F6898,0.0
2018-06-27,BB11E4C9D34F97A4,0.0
2018-07-17,F11C7C495466DE34,0.0
2018-07-03,5024C860A2CD52DA,0.0
2018-06-07,F694E4682B3E8394,354007.29
2018-06-08,DD3EC99F28651660,1045.59
2018-07-03,3D65D4B65296FC88,1542.4499999999998
2018-07-10,E50342F3EE3CAFC9,488.66999999999996
2018-07-10,5AD843315919EA0D,144.69
2018-07-02,2F22A8955350F0E4,0.0
2018-07-11,0D1AF9E2472EEF78,977.3400000000001
2018-06-17,F5B461224945CBE8,1135.68
2018-08-04,00A37BF7DA5FB320,1506.96
2018-06-28,3B600C471E53B244,242.97000000000003
2018-08-04,E227220C0512A092,0.0
2018-07-11,ADB25636C2F5AF81,0.0
2018-07-14,D58BBF6007C777E6,529.6200000000001
2018-06-09,364D0BFB7EBEFF2B,1766.31
2018-06-15,BC909E0E904CA13D,215.67000000000002
2018-07-05,C6C9B056FAC652CE,485.94000000000005
2018-06-17,C3B738D4BFA84661,0.0
2018-06-08,E813C50797E6BD83,671.58
2018-06-21,011E9073D9D8D2C2,423.15000000000003
2018-07-16,3398902EBE643D71,0.0
2018-07-13,6B6C76CAF21DABAB,0.0
2018-07-06,53136F24B27B9DE5,256.62
2018-07-07,43DC7AB8FFA81698,283.92
2018-07-07,1602CBF1C8E0D661,0.0
2018-06-16,D6AECC5EC6109D69,453.18
2018-06-10,2CD61EDBEA02438C,182.91
2018-07-03,2E164989DED41454,15563.73
2018-08-15,3CB64EEED65ABDC1,171.99
2018-06-05,8A07A4FCF6C8473A,0.0
2018-06-13,9EAD77A00D1A7857,840.8399999999999
2018-07-30,634AC19F5D4785D7,0.0
2018-06-10,FFB8C35A8AC88F55,169.26
2018-07-23,F42D90C42291FF7E,1351.35
2018-07-26,6D214202795799F7,40008.15
2018-07-26,D20EDD3251A9D3A6,679.77
2018-07-26,E451C37FFDEFFD78,649.74
2018-07-21,CE4791B566126475,35.49
2018-07-22,40DC2C017A79FE77,0.0
2018-07-25,478E47D669BD1572,3265.08
2018-07-25,EED4C7130E8A30CF,687.96
2018-07-24,B14A001AA1EBDB56,960.9600000000002
2018-06-18,6B8F59387A1D7570,720.72
2018-07-25,5D44EDD7CC750CC0,0.0
2018-07-25,40E477D479F6A7AB,0.0
2018-07-19,6B7419AF446DA2EB,909.0899999999999
2018-08-02,F0397CF91106FB01,0.0
2018-07-26,5F9130E97833DFD9,87.35999999999999
2018-06-05,CFBEE59B246F39B8,477.75
2018-06-29,E9EED49E3AE457C6,281.18999999999994
2018-06-24,1CA4FAEADA4D8395,857.22
2018-07-04,80272DA2D8AA7E9D,0.0
2018-06-11,1690BAB98B8AC78F,141.96
2018-06-12,2E5918D18934CEE0,0.0
2018-06-10,CB8788327EEBD679,1362.27
2018-07-20,E05DE80A2CA97E1A,895.44
2018-07-31,0D5EEF5E64B93458,2942.9400000000005
2018-07-28,38441C862BC836A0,1072.8899999999999
2018-06-03,BC28E9D24FFBF5A9,0.0
2018-06-06,8E54722085510845,0.0
2018-08-09,0D1AF9E2472EEF78,668.8499999999999
2018-08-10,97F5C4A868943AF2,0.0
2018-08-06,97F5C4A868943AF2,278.46000000000004
2018-08-08,B2AA4B2B55801FA6,666.12
2018-08-15,F2793A3ACED5161F,431.3400000000001
2018-08-29,CB5B022770643EA4,3497.13
2018-08-20,E86B61A405B88FE6,532.35
2018-08-15,744AF88468A07EA6,502.32
2018-08-08,482F5DE49E9BCCDD,382.20000000000005
2018-08-16,5F4F836E0D3787A2,68.25
2018-08-09,AE8A9ECA2474BAEA,693.42
2018-08-18,ED500D40A9AE865A,1689.8700000000003
2018-08-31,9CB1C93102293F56,0.0
2018-07-09,FF2E32B891EE2439,0.0
2018-07-06,4BC12CA37BB3DC3A,0.0
2018-06-05,1EC4EB843A585B0C,0.0
2018-06-01,E49CB2C5F3101E9A,873.5999999999999
2018-06-29,BF64E0BFA436BD25,0.0
2018-08-03,9D1D8D76385BB597,136.5
2018-06-28,011CFD3E62F77412,0.0
2018-07-18,737A7A1181E41D0D,1523.3400000000001
2018-06-30,CCCBE3BB78FD9E96,245.70000000000002
2018-06-21,4D02076C6C6CEE68,406.77
2018-06-27,BB60FAF1002298DD,95.55000000000001
2018-06-10,CCBFA4C35696CEBC,196.56
2018-07-02,C6A78EAA51C8DA60,393.12
2018-07-01,0BD642B0460EE6FF,245.70000000000002
2018-06-30,ACA08B11A3AD21D2,21.84
2018-06-01,F11F0A5FD17F88A7,0.0
2018-07-02,4D02076C6C6CEE68,1092.0
2018-06-02,36A40DE846BE41A0,423.15000000000003
2018-07-10,71E89C072E76AD8F,379.46999999999997
2018-07-11,6A1D50A0AA2176E0,81.9
2018-07-11,AE8A9ECA2474BAEA,1130.22
2018-07-11,1A723171928C1FC7,1304.94
2018-08-04,877DF811C13CCBE4,0.0
2018-07-11,13D073F7FCE3BCBB,54.599999999999994
2018-07-12,FBC964D5B4EEAFF2,745.29
2018-07-01,A4C090A82236CFD9,502.32
2018-07-05,FDAD11A39B3052E5,870.8699999999999
2018-06-22,E2E9DEBCB2F0298D,0.0
2018-07-17,61E18E3338F9D440,0.0
2018-07-17,4B1440E8D8D05DCE,447.72
2018-07-17,341A36874C28BB20,0.0
2018-07-17,5D44EDD7CC750CC0,488.6700000000001
2018-07-14,1EC4EB843A585B0C,0.0
2018-07-13,9CE7997A7BDACE46,603.33
2018-07-07,3513E881B214248B,114.66
2018-06-05,BAFF8F03995A7897,10502.310000000003
2018-06-05,A51304CB02351590,859.95
2018-07-02,33DECEBF11D9B966,360.36
2018-08-09,2DCCDC75BED67620,707.0699999999999
2018-06-06,3758F4BF36A7F6DC,141.96
2018-07-31,EE209CF4C883BDA6,278.46000000000004
2018-06-25,40549CDC583243B1,0.0
2018-07-17,3BB28C46F3E2A7F8,414.96
2018-06-29,76E721B4EA4F96F6,199.29000000000002
2018-06-11,2B32080621F8E17B,1187.5500000000002
2018-07-23,9C81A9875C7DF9F3,73.71000000000001
2018-07-23,75BA272FBAE2A0C7,117.39000000000001
2018-07-27,2463018531EF1C22,45661.979999999996
2018-07-27,FA4948698DB22DF1,1209.3899999999999
2018-07-22,B53341E6DF811649,398.58000000000004
2018-08-02,1282B8A11FB6318B,641.5500000000001
2018-08-02,206121BA17C74391,57.33
2018-07-25,C8AB1D99240A3D90,237.51
2018-07-14,A9BF37760B8DC43C,11010.09
2018-07-14,140887A3D340DF9B,0.0
2018-07-20,F5B461224945CBE8,477.75
2018-07-20,EB430397D24F9E9F,79.17
2018-07-24,F5CF137312FAD5A1,1662.5700000000002
2018-07-30,9DF8C760F017F613,3917.5499999999997
2018-07-20,05F4078C13E314A6,813.54
2018-07-20,B3F1610E23619EC0,584.22
2018-07-20,89C209EDE18E1C29,0.0
2018-08-01,53136F24B27B9DE5,584.22
2018-07-02,A3BC1D812D05E6A6,35.49
2018-06-10,613BC46DED0E609C,103.74
2018-07-01,7F4FD7B7B8D9EA3C,51.87
2018-06-21,E361BC1E422F4357,1031.94
2018-06-13,401CD28D6965994F,199.29000000000002
2018-07-01,B8889799F62A6216,0.0
2018-07-04,89F1028110A86E45,1438.71
2018-07-01,30D263CBCF36F1FC,0.0
2018-06-28,4DB85E0836219495,24.57
2018-07-21,87F6FCD6A7C4236E,395.84999999999997
2018-07-31,65BA79FFD76BA804,0.0
2018-07-28,CF4533E41C69037B,0.0
2018-07-22,9B4398EF6C6748CC,253.89000000000004
2018-06-05,140887A3D340DF9B,270.27
2018-06-13,54ECC9FF17D3C3F8,382.20000000000005
2018-06-16,F2EE6542DA648DBF,0.0
2018-07-03,977B4551CFDDCAF6,0.0
2018-08-19,C4FD45758E4D007D,158.34
2018-08-13,379AEC4214F83E7C,548.73
2018-08-10,1E974089A32133DF,0.0
2018-08-08,DAD3A8DE3EAA23AE,294.84000000000003
2018-08-24,929B8D1966A4D15F,720.72
2018-08-29,9A8D89EFFA4FD307,865.4100000000001
2018-08-25,B007764F06AC9FA9,1476.93
2018-08-19,60245FE5B7EF1953,0.0
2018-08-30,8BB656598033697A,444.99
2018-08-14,6C360E1BC1D86216,2140.32
2018-08-06,34833120F3A3986D,0.0
2018-08-24,A12F441CAA265D43,0.0
2018-08-05,37E794D970C4AD74,0.0
2018-08-27,72C8439B0B3A165A,0.0
2018-08-06,5B09AE7893441BE8,7237.230000000001
2018-08-22,5671AB032B73112E,155.61
2018-08-14,2A23D5161A776B0A,0.0
2018-08-26,ED500D40A9AE865A,892.71
2018-08-15,708A2EDC3ECFDBEF,5724.8099999999995
2018-07-20,B70FEDE7AC8F73CB,0.0
2018-07-13,FFA7541672192177,0.0
2018-07-18,FF230556CF2FE3CA,207.48
2018-06-30,5AE45ED9B318F9DA,193.82999999999998
2018-06-17,E49CB2C5F3101E9A,1466.0100000000002
2018-08-03,FE209CDB6E25B8F8,16046.940000000002
2018-06-24,B6782CF3EA6382FF,526.89
2018-06-23,AC9B36175657D3AF,114.66
2018-07-03,C5D2DEA61B6A9BFA,761.6700000000001
2018-07-18,3A227E5CF7E7FF79,2186.7300000000005
2018-06-09,B307985FB4462CFA,0.0
2018-06-16,1DEE707624F068E3,895.44
2018-06-13,EC98D1FBD5EBBF30,363.09000000000003
2018-06-18,AC69F51CD993AFA7,0.0
2018-06-10,D49CBEEEACF8BD0F,0.0
2018-06-07,C316714D4BEEADC1,0.0
2018-07-10,53B1CAC94CC047B6,144.69
2018-07-08,A4430FA71829B9FF,827.19
2018-06-08,D21ADEC721D00C87,0.0
2018-06-12,7704615A7E246478,0.0
2018-08-04,92DA159BEB4FC57F,1728.09
2018-07-10,D853C3E176DF2BD6,65.52
2018-06-22,1602CBF1C8E0D661,0.0
2018-07-09,19CE93D8F575869E,87.36
2018-07-15,C856A36172EBEC27,647.01
2018-07-14,A51304CB02351590,0.0
2018-07-14,DCD217C70952FADC,556.9200000000001
2018-07-16,2A4B2BF38603DF9B,0.0
2018-07-05,1176DCDCAEC13FAF,3731.91
2018-06-13,4715860C1608E079,0.0
2018-06-12,B70FEDE7AC8F73CB,450.45000000000005
2018-08-14,D250C7F734817968,286.65
2018-07-17,73167ECC267F21D1,234.78000000000003
2018-07-07,42747A5C20633C16,0.0
2018-06-02,64727373FB09C7F3,783.5099999999999
2018-06-11,90E0A80EF00B6D13,917.28
2018-08-16,34E2EC2668C91A50,0.0
2018-06-09,30C94CA9C3D8221A,0.0
2018-06-13,DF583DEB63CE5E99,188.37
2018-06-22,AB9384B1C451918C,5034.120000000001
2018-06-04,D509A809B88A73E6,111.93
2018-06-27,0099BA9FF04EC2D9,76.44
2018-07-05,BD86BE4C99357B40,155.61
2018-07-24,C983D52B4E92D072,0.0
2018-07-23,1608491C5AB6D2AA,739.83
2018-07-26,99E22C2436BFB381,324.87
2018-07-27,C856A36172EBEC27,1583.4
2018-07-21,471AFBAC304D5E29,0.0
2018-07-20,E49CB2C5F3101E9A,1542.4500000000003
2018-06-04,5460F49ADBE7ABA2,2560.7400000000007
2018-07-22,B4EA3633BC4F273C,0.0
2018-07-22,6E7273BF6F9E7D0D,267.54
2018-08-02,F3711FB98DBC444E,8293.74
2018-08-02,035C9446B263970C,95.55000000000001
2018-07-25,E4BEFC2FFF66F1AB,1435.98
2018-07-25,517DA49CD098A01B,477.75
2018-07-24,F5B461224945CBE8,1244.88
2018-07-30,6FEF8987AA2A9E58,234.78000000000003
2018-07-20,77E926889FEC58DD,1141.1399999999999
2018-07-20,9FA1B73202FE24AB,608.79
2018-07-02,900E04362C1B5388,57362.76000000001
2018-07-19,553FEB40EDEF4646,161.07000000000002
2018-06-21,73F088FDFCBA22BE,0.0
2018-06-15,F0E7DEE41E3CC700,0.0
2018-06-09,1F33AE52389E8301,286.65
2018-06-06,D39428754B4E37E8,0.0
2018-06-13,792CD5FE1D94809C,0.0
2018-06-03,8A63BF0F91A0F8B7,1056.51
2018-07-30,595186BEFD5F76FF,0.0
2018-07-31,68F6AF603EA8F78B,0.0
2018-07-20,5BC41F1251E046D4,469.55999999999995
2018-06-16,C1148E41301DEE21,584.22
2018-06-03,C45392E22E817F4A,1318.5900000000001
2018-07-02,944FF4634ECD4BC9,420.41999999999996
2018-07-28,EC98D1FBD5EBBF30,499.59000000000003
2018-07-21,26601D35F4FF29C5,0.0
2018-06-11,86E6FD41511CF524,0.0
2018-06-24,58BB5E599D1CB063,2645.3700000000003
2018-06-09,C56E826406A3B7B6,450.45000000000005
2018-08-19,9FFA26A7FBC5AB19,0.0
2018-08-19,8A5F567EC1B03543,0.0
2018-08-08,7EE9C5ABF7C84A24,38.22
2018-08-29,E0B82A335C8AB620,0.0
2018-08-11,2332C4502A57DBAC,2615.34
2018-08-06,1E974089A32133DF,436.79999999999995
2018-08-20,FF65C1ED3A763B50,174.71999999999997
2018-08-30,4D30CC01C0979033,3155.879999999999
2018-08-17,53136F24B27B9DE5,232.04999999999998
2018-08-28,60245FE5B7EF1953,92.82000000000001
2018-08-07,977D16B65A8E12D2,0.0
2018-08-07,FAA72CB3EF9F9163,46.410000000000004
2018-08-06,5DB2D065E60E65F6,666.1200000000001
2018-08-23,2BC3955CCF619EEA,0.0
2018-08-24,87F6FCD6A7C4236E,232.04999999999998
2018-08-30,CD065F5EA7099377,423.15000000000003
2018-07-15,5E212CB367C4B9E8,0.0
2018-07-15,BDC46307791C657E,0.0
2018-06-16,AC55D3B2F84F518B,0.0
2018-06-02,49C87FD92BFBDAF9,264.81000000000006
2018-06-08,EE505FC440425A11,608.79
2018-06-30,E10E795045435202,111.93
2018-06-13,346BC7E7ADF2E011,971.8800000000001
2018-06-14,CA44BE8454B524DB,237.51
2018-06-04,5024C860A2CD52DA,0.0
2018-07-01,A51304CB02351590,155.61
2018-07-01,3468514298A84605,0.0
2018-06-22,DD3EC99F28651660,4144.14
2018-07-10,AB8BA0497A5FD2D2,0.0
2018-06-30,2F22A8955350F0E4,273.0
2018-06-03,65423F9F71CA25DA,0.0
2018-06-18,C9EE3911CC588598,111.93
2018-06-23,CD741B21D8D03D48,62.79
2018-07-15,EA97756EA8F2CBC5,0.0
2018-07-14,625C666ECF72BD88,218.39999999999998
2018-07-16,F11C7C495466DE34,166.53000000000003
2018-07-12,110A476A65C468BA,450.45000000000005
2018-06-21,56244BA749DA9F48,0.0
2018-06-13,E01E454EDF9BDD65,267.54
2018-06-22,2280571863BCE00D,0.0
2018-07-16,249DB387A5DE43DD,81.9
2018-07-06,29B20AABE9ED922E,365.82
2018-07-07,B6496C738347C85A,1089.27
2018-08-24,AD5205DD4BDA68DF,0.0
2018-08-07,B87BAB74A2499098,753.48
2018-06-25,BD36E08C3D273343,7840.5599999999995
2018-07-02,B8F9DEFD339BBCF5,120.12
2018-08-20,6FF0E08BA4D3519E,32828.25000000001
2018-08-26,A9BF37760B8DC43C,4264.26
2018-07-04,BC718A6B278FA1DB,158.34
2018-07-30,E4346756CEB39846,404.04
2018-07-31,DDF48676CD47935C,0.0
2018-08-10,706788E61E794745,3033.0300000000007
2018-07-01,17FC4588D129955F,180.18
2018-06-12,A3DB9059058448FB,526.89
2018-07-24,77E926889FEC58DD,0.0
2018-07-23,CD3A4C153C7787E4,0.0
2018-07-23,5520B1E851ED0777,376.74
2018-07-27,B5C2867CD688F160,0.0
2018-07-21,929B8D1966A4D15F,1695.33
2018-07-14,6418AD5A2C85D45A,23390.64
2018-08-02,01D7071484E23BA6,0.0
2018-08-02,AD76FAC30A9DDA6A,0.0
2018-07-25,F11C7C495466DE34,117.39000000000001
2018-07-24,B8DD2CF305F4D662,0.0
2018-07-06,A633AB148E1279A5,0.0
2018-07-23,042CE28DE0E98FA9,0.0
2018-07-22,9E642C872D97F539,0.0
2018-07-30,4B943BEFF52A4D59,4242.42
2018-07-30,031CE991014443D5,439.53
2018-07-30,418337DCAB4CAC2E,2375.1
2018-07-20,5BE30418FC08BAFE,709.8
2018-06-15,31B6D6A7A0D39E77,0.0
2018-06-30,4D299B457CAD33E7,57.33
2018-06-27,C145588C54E94C21,0.0
2018-06-14,38441C862BC836A0,141.96
2018-07-03,1B75CB77418C6AE8,333.06000000000006
2018-06-22,DE9EB0CDABE61BB9,4021.290000000001
2018-06-29,7E8A61196EFA68E9,666.12
2018-07-20,72E56D6B2B7FB965,898.17
2018-07-03,8AD58EBF3A50552C,0.0
2018-07-28,D0D2CBAC9AA97ACC,122.85000000000001
2018-06-18,15CE7B07DC009715,0.0
2018-06-06,5D956575BBF22003,221.13000000000002
2018-06-19,9D8204B0B640981F,0.0
2018-06-14,54ECC9FF17D3C3F8,245.70000000000002
2018-07-21,F74EA2067FFC2E94,0.0
2018-08-22,6289379CA6BF7A7F,16.38
2018-08-26,049FEB62F55017AD,28023.450000000004
2018-08-22,97C1D1A3A7B45CC1,0.0
2018-08-20,186CC5091F035282,303.03000000000003
2018-08-29,22840DA4EB954A9F,191.10000000000002
2018-08-07,240B327C3B9EB889,341.25
2018-08-07,A2C5DC3022C0987E,223.86
2018-08-23,E361BC1E422F4357,0.0
2018-08-14,2D559BFD798F16D2,120.12
2018-08-27,4C8CDB8718E3ABB1,0.0
2018-08-08,6B5DCE5571F236A2,305.76
2018-08-11,4A28769C3B8444A5,521.4300000000001
2018-08-26,F47500EB4AE871EF,0.0
2018-08-28,E01E454EDF9BDD65,256.62
2018-08-24,101AFC1DBA267F9C,30.03
2018-08-05,365D3936FA0FD2A8,586.95
2018-08-05,AEC6E7D71490D093,354.9
2018-08-30,CEF3CA01C5500E92,0.0
2018-06-10,0FEF7FABCEB36B2E,461.37000000000006
2018-06-11,641B6BA098246744,0.0
2018-07-01,EE209CF4C883BDA6,707.07
2018-06-12,35BD11C10DB6C2DC,32.76
2018-06-04,2FF9D97F8792FE64,0.0
2018-07-02,D880212DB41CEFBF,27.299999999999997
2018-06-16,704EC207AC925694,10202.009999999998
2018-06-26,1A40C34E04C6A2ED,969.1500000000002
2018-07-09,AEDB416B1E0C565B,1422.33
2018-07-02,B87BAB74A2499098,283.9200000000001
2018-06-07,C075AB6F6046ACDD,3680.0399999999995
2018-07-02,FD4106D3E5BCC1D6,0.0
2018-06-28,72A9E671B4A69C9A,275.73
2018-07-17,0A8A1F548AA21A3F,0.0
2018-06-17,92A070057ABEB769,158.34
2018-06-04,7711B552E6A09930,0.0
2018-07-05,3C1D85BDD41F66AE,1905.5400000000002
2018-06-16,853AF4FBABAAF315,92.82000000000001
2018-07-08,9A8205D4FC4B8D80,0.0
2018-07-08,D47197BFCF6F1D18,947.31
2018-07-08,80E6B3E41802C39A,0.0
2018-06-08,DB990D13C4CD3C9B,70.98
2018-06-17,9CF348125255F24D,0.0
2018-06-09,D852841933D895BA,2457.0
2018-06-25,8A8F99F085BC81D4,335.79
2018-07-16,2C79F512DF003E29,518.7
2018-07-16,6629D715846E7A40,0.0
2018-07-12,2BC3955CCF619EEA,54.599999999999994
2018-07-05,0EEACDDCEB460C5E,1277.6399999999999
2018-07-05,E26C791A216E48A2,343.98
